,Price,Km,Power,Year,Gas,Transmission,URL
0,31.450,54.000,252,2018,Benzin,Automatik,/angebote/bmw-530-ia-sport-line-eu6d-t-hud-led-leder-navi-sportsitze-benzin-schwarz-dcf82fb8-ec83-4900-bc85-ffe89b082a30
1,29.997,83.000,252,2017,Benzin,Automatik,/angebote/bmw-530-ix-sport-line-aut-leder-driv-park-ass-pano-benzin-blau-dd168071-6f76-419d-95ee-744cd2c42e97
2,23.990,139.991,231,2018,Diesel,Automatik,/angebote/bmw-525-da-touring-g31-luxury-h-up-ahk-r-cam-led-18-diesel-blau-4ddeb326-7104-48ec-ac80-89cb563a9b37
3,24.999,119.309,190,2019,Diesel,Automatik,/angebote/bmw-520-d-touring-1-hand-19-navi-led-ahk-kamera-diesel-weiss-32a20bb0-5bac-400b-9f82-5dea17c7fdd6
4,34.997,30.000,184,2019,Benzin,Automatik,/angebote/bmw-520-i-sport-line-aut-led-driv-park-ass-hud-hifi-benzin-blau-a130dc7e-67fd-40d9-939a-bdd7bfff6894
5,29.777,93.700,190,2020,Diesel,Automatik,/angebote/bmw-520-d-touring-aut-acc-shz-rfk-pdc-led-klima-hifi-diesel-schwarz-9efd8ba9-14be-4ac8-a095-04838ca9e5de
6,28.220,103.039,190,2019,Diesel,Automatik,/angebote/bmw-520-da-xdrive-sport-line-led-kamera-navi-leder-diesel-grau-8dc7f4d4-da90-4784-b45d-005091f837b3
7,15.499,200.000,218,2017,Diesel,Automatik,/angebote/bmw-525-d-xdrive-touring-leder-navi-ahk-pdc-diesel-silber-2b1dff3f-63df-46e2-86f6-c4bee47babed
8,29.445,72.402,252,2018,Benzin,Automatik,/angebote/bmw-530-i-led-navi-kamera-fernlichtassistent-tempo-benzin-schwarz-c55aac93-58dd-4e8d-9738-e669d69ea07c
9,28.660,33.544,184,2019,Benzin,Automatik,/angebote/bmw-520-i-sport-line-acc-carplay-kamera-dab-navi-benzin-grau-0371750f-290b-4a85-9909-29c93d531f80
10,27.880,55.966,184,2019,Benzin,Automatik,/angebote/bmw-520-i-sport-line-navi-parkpilot-dab-benzin-grau-676063b8-f44d-477b-a18f-0389f2accf35
11,27.995,73.419,190,2019,Diesel,Automatik,/angebote/bmw-520-d-touring-aut-navi-hifi-leder-parking-assist-diesel-grau-d32b11ef-fbf2-451a-8e00-6e384e1108c3
12,28.490,80.700,190,2019,Diesel,Automatik,/angebote/bmw-520-d-touring-inno-paket-business-paket-uvm-diesel-blau-93ac7f05-6f12-419f-9558-cffbaa905c1d
13,59.499,34.390,400,2019,Diesel,Automatik,/angebote/bmw-550-m550d-xdrive-tour-hud-h-k-stdhz-sitzlueft-acc-20-diesel-silber-8d19e0a4-9bb2-4a90-b0ff-bce26735e52f
14,49.990,6.490,190,2022,Diesel,Automatik,/angebote/bmw-520-d-touring-m-sport-19-acc-ahk-hifi-parkassist-diesel-schwarz-1cba7a8d-e740-4fb5-ad54-aed45dacc70a
15,968,30.600,184,2022,Elektro/Benzin,55 km,/angebote/bmw-530-e-touring-m-sport-laser-ahk-innovation-berninagrau-elektro-benzin-grau-046b5f62-6a4e-4f6e-8ca0-5e1652b325fd
16,52.490,5.190,252,2022,Benzin,Automatik,/angebote/bmw-530-i-tour-m-sport-19-ahk-acc-gsd-hifi-parkass-benzin-schwarz-b42996bf-4510-419f-b98e-5cd012bc849a
17,99.920,5,340,2023,Diesel,Automatik,/angebote/bmw-540-d-xdrive-touring-m-sport-hud-ahk-laser-diesel-schwarz-5374ba16-80fa-4fc8-8079-6b6ca51f4364
18,46.990,7.990,190,2022,Diesel,Automatik,/angebote/bmw-520-d-xdrive-tour-m-sport-acc-hifi-rfk-19-licoprof-diesel-schwarz-59d0649d-1949-46d9-b685-05f71cd46962
19,48.990,4.490,190,2022,Diesel,Automatik,/angebote/bmw-520-d-touring-m-sport-19-acc-ahk-hifi-parkassist-diesel-grau-2f1770a2-b9d5-4da8-995f-5fce6145ace7
20,959,24.900,286,2022,Diesel,Automatik,/angebote/bmw-530-d-xdrive-touring-m-sport-headup-ahk-pano-hifi-diesel-blau-f5b800f9-03f3-44ee-971d-b41a7595b8b3
21,50.980,34.490,190,2022,Diesel,Automatik,/angebote/bmw-520-d-tour-m-sport-ahk-stdhz-gsd-hud-laser-acc-19-diesel-schwarz-96d7d3b8-f994-417f-8d25-9ffec884ba09
22,47.590,4.490,184,2022,Benzin,Automatik,/angebote/bmw-520-i-touring-m-sport-19-ahk-acc-licoprof-parkas-benzin-schwarz-935ae966-ae5c-4c50-9e92-53f1b03f2b4b
23,50.990,6.490,252,2022,Benzin,Automatik,/angebote/bmw-530-i-touring-m-sport-19-ahk-acc-licoprof-parkas-benzin-schwarz-e0fbf431-7a40-4e59-952c-f44af1e23adc
